SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2003	F	Female	5.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2004	F	Female	5.9	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2005	F	Female	7.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2006	F	Female	7.6	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2007	F	Female	8.8	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2008	F	Female	9.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2009	F	Female	10.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2010	F	Female	12.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2011	F	Female	21.6	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2012	F	Female	25.1	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2013	F	Female	29.7	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	F	Female	32.4	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2015	F	Female	35.6	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2016	F	Female	41.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2017	F	Female	43.4	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2018	F	Female	43.9	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2019	F	Female	45.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2003	F	Female	9.8	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2004	F	Female	11.7	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2005	F	Female	12.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1670	Proportion of women on the boards of the largest publicly listed companies in the EU, with binding quota	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2006	F	Female	11.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
