SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2005-2017	F	Female	41.28488307	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	28.04940161	53.54193075	112	Belarus	2005-2017	F	Female	32.6516553	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	15.33151382	49.73913871	203	Czechia	2005-2017	F	Female	27.96124775	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	2.457288129	46.62660861	250	France	2005-2017	F	Female	34.18440653	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	43.3713615	42.04813028	268	Georgia	2005-2017	F	Female	49.69479333	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2005-2017	F	Female	37.46901276	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	134.3499412	-25.57717202	36	Australia	2005-2017	F	Female	32.86021651	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	14.14172472	47.58704857	40	Austria	2005-2017	F	Female	36.02763761	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	23.90517807	55.33680309	440	Lithuania	2005-2017	F	Female	36.27109622	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	4.660976456	50.64104975	56	Belgium	2005-2017	F	Female	32.08385229	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2005-2017	F	Female	28.21017793	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2005-2017	F	Female	46.56037049	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
S_0980	Proportion of women in co-residing couples who make joint decision on routine household purchases	R	Regional	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2005-2017	F	Female	48.53326872	PT	Percent	0	Units	nan	nan	UNECE, Generations and Gender Survey	https://www.ggp-i.org/	Latest available year	nan
